UN_Unit,Unit_Reference,Unit_Location,Type_Description,Road_Name,GISEasting,GISNorthing,Elexon_Lamp_Unit_Type
1330,LC332,First From Junction,Lamp Column,Friend Street,531645.4375,182955.4063,LED
6010,MC631,Opp Bonhill Street,Lamp Column,Tabernacle Street,532845.75,182162.3594,LED
6012,MC634,Near Epworth Street,Lamp Column,Tabernacle Street,532872.8416,182234.0007,LED
6014,MC636,Outside 58,Lamp Column,Tabernacle Street,532889,182280.0781,LED
6025,MC599,1st Col On West Side Of Pvemnt,Lamp Column,Finsbury Pavement,532786.125,181873.8125,LED
6027,MC601,O/s Office 125,Lamp Column,Finsbury Pavement,532783.5,181855.3125,LED
6031,MC604,O/s Finsbury Court,Lamp Column,Finsbury Pavement,532778.4331,181825.0072,LED
6038,MC614,1st L/c From Ropemaker St,Lamp Column,Finsbury Street,532688.25,181833.4531,LED
6040,MC612,2nd Col From Chiswell Street,Lamp Column,Finsbury Street,532702.25,181887.3438,LED
6061,MC608,O/s Nation Wide & By Bndary S,Lamp Column,Finsbury Pavement,532773.625,181788.6563,LED
6158,MC532,1st Wall Brkt From Bath Street,Lamp Column,Cayton Street,532510.2737,182695.3591,LED
6340,LC1155,Near Archway To St John Place,Lamp Column,St Johns Square,531706.125,182063.3594,CPO-TW
6344,LC1163,Os St Johns Hq,Lamp Column,St Johns Square,531684.5,182151.0781,CPO-TW
6346,LC1161,Near Jerusalem Passage,Lamp Column,St Johns Square,531657.2364,182157.611,CPO-TW
6348,LC1159,Os No 53,Lamp Column,St Johns Square,531630.8081,182139.7211,CPO-TW
6360,LC1182,1st From Britton Street,Lamp Column,Eagle Court,531712,181917,LED
6377,LC1149,Opp 5 Cowcross Street,Lamp Column,Peters Lane,531756.9375,181855.0156,LED
6387,MC790,Om 9-10 Charterhouse Build,Lamp Column,Charterhouse Bldgs,532005.5,182164.125,SON
6389,LC001,2nd From Rd,Lamp Column,Faulkners Alley,531633.3154,181859.8776,SON
6405,LC265,2nd Col From Clerkenwell Rd,Lamp Column,Clerkenwell Green,531519.875,182107.3281,SON
6617,LC047,Only One In Alley,Lamp Column,Passing Alley,531767.1875,182035.9063,SON
6799,MC131,O/s No. 109a,Lamp Column,Anchor Yard,532279.5,182372.2188,LED
7197,1,J/w Coldbath Square,Lamp Column,Bath Court,531151.4375,182229.5938,SON
7199,3,J/w Warner Street,Lamp Column,Bath Court,531156.3125,182197.9063,SON
7204,2,Second Lc In S/o No. 64 Upper Street,Lamp Column,Tetbury Place,531580.375,183593.3125,LED
7206,HC898,Wall Mounted J/w Almeida Street,Lamp Column,Almeida Passage,531537.375,183989.8438,SON
8604,FC195,Opp 67,Lamp Column,Blackstock Road,531690.375,186581.625,LED
8606,FC199,O/s 100,Lamp Column,Blackstock Road,531758.4375,186519.5469,LED
8607,FC200,O/s 115,Lamp Column,Blackstock Road,531785.75,186508.9688,LED
8608,FC201,O/s 125,Lamp Column,Blackstock Road,531804.5538,186487.0824,LED
8609,FC202,O/s 122,Lamp Column,Blackstock Road,531814.25,186463.7656,LED
8610,FC203,O/s 143,Lamp Column,Blackstock Road,531831.9375,186461.0469,LED
8611,FC204,O/s 130,Lamp Column,Blackstock Road,531834.1875,186436.9844,LED
8612,FC205,O/s 145,Lamp Column,Blackstock Road,531849.875,186441.0938,LED
8613,FC206,O/s 144,Lamp Column,Blackstock Road,531857.6875,186414.1406,LED
8614,FC207,O/s 165,Lamp Column,Blackstock Road,531882.75,186404.9375,LED
8615,FC208,O/s 173,Lamp Column,Blackstock Road,531895.4375,186391.1563,LED
8617,FC210,O/s 156,Lamp Column,Blackstock Road,531894.6875,186364.7813,LED
8618,FC211,O/s 179,Lamp Column,Blackstock Road,531905.8125,186356.6719,LED
8620,FC215,O/s 168,Lamp Column,Blackstock Road,531895.8125,186301.8438,LED
8621,HC479,O/s 200,Lamp Column,Balls Pond Road,532751.5,184825.6563,LED
8622,HC478,Opp 192,Lamp Column,Balls Pond Road,532769.0625,184807.1719,LED
8623,HC477,O/s 188,Lamp Column,Balls Pond Road,532791.875,184820.2031,LED
8624,HC476,O/s 233-241,Lamp Column,Balls Pond Road,532812.375,184802.375,LED
8625,HC812,Junc Of St Pauls Road,Lamp Column,Essex Road (area H North),532729.4375,184804.1719,SON
8626,4,Junc Of Dove Road,Lamp Column,Essex Road (area H North),532741.4375,184797.9375,LED
8627,HC810,Os Church,Lamp Column,Essex Road (area H North),532720.8125,184788.3906,LED
8628,HC809,Opp Church,Lamp Column,Essex Road (area H North),532730.25,184761.8125,LED
8629,HC805,Opp Mercers House,Lamp Column,Essex Road (area H North),532664.875,184667.7656,LED
8630,HC804,Junc Of Mitchison Road,Lamp Column,Essex Road (area H North),532660.875,184647.125,SON
8631,HC803,Os No 416,Lamp Column,Essex Road (area H North),532646.25,184643.6875,LED
8632,HC802,Os No 378,Lamp Column,Essex Road (area H North),532641.6875,184618.75,LED
8633,HC801,Opp No 370,Lamp Column,Essex Road (area H North),532617.625,184609.5,LED
8634,HC800,Junc Of Ockenon Road,Lamp Column,Essex Road (area H North),532611.5625,184581.2969,LED
8635,HC799,Opp No 360,Lamp Column,Essex Road (area H North),532584.6875,184569.2344,LED
8638,HC795,Opp Pub,Lamp Column,Essex Road (area H North),532534.3125,184507.4844,LED
8639,HC794,Opp Skomer Walk,Lamp Column,Essex Road (area H North),532534.5,184486.5938,LED
8640,HC793,Os No 332,Lamp Column,Essex Road (area H North),532518,184467.0625,LED
8642,HC791,Os Garage,Lamp Column,Essex Road (area H North),532485.875,184428.9063,LED
8645,HC788,Os Surgery,Lamp Column,Essex Road (area H North),532427.4375,184381.5156,LED
8647,HC787,Os No 302,Lamp Column,Essex Road (area H North),532421.6875,184355.8438,LED
8648,HC786,Opp Cedar Court,Lamp Column,Essex Road (area H North),532395.25,184346.6563,LED
8649,HC785,Os No 292,Lamp Column,Essex Road (area H North),532384.3125,184318.7031,LED
8650,HC784,Os No 290,Lamp Column,Essex Road (area H North),532368.0625,184304.2969,LED
8651,HC783,Opp Flats,Lamp Column,Essex Road (area H North),532341.4375,184300.3438,LED
8652,HC782,By Gras Area,Lamp Column,Essex Road (area H North),532332.5,184275.2656,LED
8653,HC781,Opp Grass Area,Lamp Column,Essex Road (area H North),532299.125,184269.0156,LED
8654,HC780,Opp No 250,Lamp Column,Essex Road (area H North),532288.8125,184241.3438,LED
8655,HC779,By Canonsbury Street,Lamp Column,Essex Road (area H North),532261.8125,184241.0469,LED
8656,HC778,By Post Office,Lamp Column,Essex Road (area H North),532255.125,184217.4375,LED
8657,HC777,Os No 228,Lamp Column,Essex Road (area H North),532231.5625,184198.9063,LED
8658,HC776,Os No 207,Lamp Column,Essex Road (area H North),532199.125,184188.6719,LED
8659,HC775,Opp Horsfield House,Lamp Column,Essex Road (area H North),532194.8125,184166.3438,LED
8660,HC774,Os Haslam House,Lamp Column,Essex Road (area H North),532165.5,184159.1094,LED
8661,HC773,Opp Haslam House,Lamp Column,Essex Road (area H North),532155.625,184139.8438,LED
8662,KC1288,Os No 196,Lamp Column,Essex Road (area K South),532140.0625,184124.1875,LED
8663,KC1287,Os Health Centre,Lamp Column,Essex Road (area K South),532117.4375,184110.2344,LED
8664,KC1286,Opp Health Centre,Lamp Column,Essex Road (area K South),532107.75,184080.3438,LED
8665,KC1285,Opp No164,Lamp Column,Essex Road (area K South),532083.9375,184076.0625,LED
8666,KC1284,Os No 156,Lamp Column,Essex Road (area K South),532071.75,184044.4375,LED
8667,KC1283,Os No 143,Lamp Column,Essex Road (area K South),532043.625,184035.5625,LED
8668,KC1282,Os No 144,Lamp Column,Essex Road (area K South),532037.25,184010.8438,LED
8669,KC1281,Os No 129,Lamp Column,Essex Road (area K South),532007.3125,183999.25,SON
8670,KC1280,Os No 128,Lamp Column,Essex Road (area K South),531999.25,183972.2031,LED
8671,KC1277,Os Pub,Lamp Column,Essex Road (area K South),531942.8125,183899.8281,LED
8672,KC1275,Os No 103,Lamp Column,Essex Road (area K South),531911.8125,183881.625,LED
8673,KC1274,By Dagmar Terrace,Lamp Column,Essex Road (area K South),531894.6875,183856.5625,LED
8674,KC1273,Os No 58,Lamp Column,Essex Road (area K South),531888.9375,183823.0938,LED
8675,KC1272,Os No 71,Lamp Column,Essex Road (area K South),531871.7306,183823.4584,LED
8676,KC1271,Os No 57,Lamp Column,Essex Road (area K South),531841.8125,183781.7188,LED
8677,KC1270,Opp No 46,Lamp Column,Essex Road (area K South),531833.8581,183770.3735,LED
8678,KC1269,Opp No 41,Lamp Column,Essex Road (area K South),531831.8125,183744.7188,LED
8679,KC1268,Opp Elliots Place,Lamp Column,Essex Road (area K South),531805.0625,183733.1875,LED
8680,HC904,Os No 26,Lamp Column,Essex Road (area K South),532452.486,184391.2851,SON
8681,KC1267,Opp No 16,Lamp Column,Essex Road (area K South),531775.1875,183693.6875,LED
8682,KC1266,Os No 12,Lamp Column,Essex Road (area K South),531758.875,183671.2031,LED
8684,KC1265,Opp St Peters Street,Lamp Column,Essex Road (area K South),531733.125,183649.7656,LED
8685,KC1264,Junc Of St Peters Street,Lamp Column,Essex Road (area K South),531732.5625,183633.4375,LED
8686,KC1263,Opp No 24,Lamp Column,Essex Road (area K South),531709.4375,183632.2031,LED
8687,KC1262,Os No 30,Lamp Column,Essex Road (area K South),531691.0625,183618.8281,LED
8688,KC1261,Opp No 34,Lamp Column,Essex Road (area K South),531670.3125,183603.6094,LED
8689,KC1258,Os No 39,Lamp Column,Essex Road (area K South),531625.0625,183554.2656,LED
8694,KC1059,O/S 4/6,Lamp Column,Collins Yard,531667.9375,183672.6875,LED
8696,KC1200,Opp 1-20 Salisbury House,Lamp Column,St Marys Path,531729.75,183839.2813,LED
8697,KC1199,Opp 1-20 Salisbury House,Lamp Column,St Marys Path,531751.25,183830.0313,LED
8698,KC851,O/s 16,Lamp Column,Haverstock Street,531945.625,183056.9531,LED
8699,KC850,O/s 24,Lamp Column,Haverstock Street,531951.375,183029.9063,LED
8701,KC110,Opp Union Chapel,Lamp Column,Compton Terrace,531634.5625,184583.6875,LED
8702,KC106,O/s 18,Lamp Column,Compton Terrace,531651.625,184567.1719,LED
8703,KC108,O/s 21/22,Lamp Column,Compton Terrace,531650.5625,184621.2813,LED
8704,KC111,Opp Union Chapel,Lamp Column,Compton Terrace,531634.375,184574.4844,LED
8706,KC1279,Junction Asteys Row,Lamp Column,Essex Road (area K South),531969.1875,183956.6719,SON
8707,KC700,J/w Asteys Row,Lamp Column,River Place,532019.125,184167.2656,LED
8708,KC821,O/s 6,Lamp Column,Dagmar Terrace,531844.25,183878.6563,LED
8709,KC820,O/s 3,Lamp Column,Dagmar Terrace,531861.1875,183871.4375,LED
8710,KC819,O/s 1,Lamp Column,Dagmar Terrace,531881.875,183860.4375,LED
8712,HC889,1st In Street,Lamp Column,Wall Street,532943.125,184722.0469,LED
8713,HC888,Opp 56,Lamp Column,Wall Street,532938.6618,184702.5987,LED
8714,HC887,Opp The Croft,Lamp Column,Wall Street,532931.875,184678.4219,LED
8715,HC886,O/s 2,Lamp Column,Wall Street,532921.6875,184674.0781,LED
8720,GC384,O/s 29/30,Lamp Column,Wallace Road,532410.375,185015.5781,LED
8721,GC385,Opp 29/30,Lamp Column,Wallace Road,532396.75,185018.3438,LED
8722,GC382,O/s 23,Lamp Column,Wallace Road,532387,184975.9531,LED
8723,GC383,O/s 37/38,Lamp Column,Wallace Road,532404.625,184992.4375,LED
8724,GC381,O/s 45,Lamp Column,Wallace Road,532395.625,184950.9063,LED
8725,GC380,O/s 4,Lamp Column,Wallace Road,532375.6875,184926.0156,LED
8726,GC377,O/s 1,Lamp Column,Newington Green Road,532740.5625,184836.875,LED
8727,GC376,O/s 3,Lamp Column,Newington Green Road,532743.6875,184842.9531,LED
8728,GC375,J/w Bingham Street,Lamp Column,Newington Green Road,532752.375,184866.5469,LED
8729,GC501,Side Of Pimms House,Lamp Column,Mildmay Avenue,532787.4429,184961.6477,LED
8730,GC695,Opp Grosvenor Ave,Lamp Column,Mildmay Grove (north),532734.75,185098.4375,LED
8731,GC694,Opp  5,Lamp Column,Mildmay Grove (north),532764.9375,185087.9844,LED
8732,GC693,Opp 15,Lamp Column,Mildmay Grove (north),532791.6875,185087.2031,LED
8733,GC692,Opp 25,Lamp Column,Mildmay Grove (north),532818.0671,185086.6281,LED
8734,GC691,Opp 37,Lamp Column,Mildmay Grove (north),532846.125,185083.3281,LED
8735,GC690,By Long Wall,Lamp Column,Mildmay Grove (north),532893.375,185089.5313,LED
8736,GC689,Jun Mildmay Park,Lamp Column,Mildmay Grove (north),532906,185078.4844,LED
8737,GC688,Junc Mildmay Park,Lamp Column,Mildmay Grove (north),532933.9886,185087.553,LED
8738,GC687,Opp Mildmay Court,Lamp Column,Mildmay Grove (north),532949.75,185075,LED
8739,GC614,O/s 47,Lamp Column,Mildmay Grove (north),532989.9527,185081.0072,LED
8740,GC613,Opp 51,Lamp Column,Mildmay Grove (north),533020.6978,185069.798,LED
8741,GC612,O/s 59,Lamp Column,Mildmay Grove (north),533043.75,185076.3594,LED
8742,GC611,O/s 73,Lamp Column,Mildmay Grove (north),533082.0625,185073.0625,LED
8743,GC610,Opp 83,Lamp Column,Mildmay Grove (north),533110.5625,185061.25,LED
8744,GC609,O/s 93,Lamp Column,Mildmay Grove (north),533134.5082,185069.6543,LED
8745,GC608,Opp 105,Lamp Column,Mildmay Grove (north),533167.9375,185055.2344,LED
8746,GC607,O/s Church Hse,Lamp Column,Mildmay Grove (north),533195.8125,185062.9844,LED
8747,GC606,Opp Church,Lamp Column,Mildmay Grove (north),533212.6875,185051.9531,LED
8748,GC605,By Post Box,Lamp Column,Mildmay Grove (north),533227.75,185060.0781,LED
8749,GC615,O/s Pub,Lamp Column,Mildmay Grove (south),533178.1875,185013.9844,LED
8750,GC616,O/s 98,Lamp Column,Mildmay Grove (south),533167.9429,185015.615,LED
8751,GC617,Opp 88,Lamp Column,Mildmay Grove (south),533135.1875,185028.5156,LED
8752,GC618,Opp 80,Lamp Column,Mildmay Grove (south),533100.875,185031.4063,LED
8753,GC619,Opp 72,Lamp Column,Mildmay Grove (south),533078,185033.5469,LED
8754,GC620,O/s 64,Lamp Column,Mildmay Grove (south),533053.8125,185025.2031,LED
8755,GC621,Opp 54,Lamp Column,Mildmay Grove (south),533024.1875,185038.7656,LED
8756,GC622,O/s 44,Lamp Column,Mildmay Grove (south),532994.5,185030.8281,LED
8757,GC623,Opp Car Sales,Lamp Column,Mildmay Grove (south),532967.1875,185043.2344,LED
8758,GC624,Opp Car Sales,Lamp Column,Mildmay Grove (south),532945.8808,185045.3863,LED
8759,GC625,Junc Milmay Park,Lamp Column,Mildmay Grove (south),532917.3939,185039.2523,LED
8760,GC626,Opp M.o.t. Centre,Lamp Column,Mildmay Grove (south),532898.3125,185049.3125,LED
8761,GC627,O/s 36,Lamp Column,Mildmay Grove (south),532865.6875,185041.2969,LED
8762,GC628,Opp 26,Lamp Column,Mildmay Grove (south),532838.1875,185054.4688,LED
8763,GC629,O/s 18,Lamp Column,Mildmay Grove (south),532798.8125,185045.3594,LED
8764,GC630,Opp 8,Lamp Column,Mildmay Grove (south),532781,185058.1563,LED
8765,GC631,O/s Ch. Hall,Lamp Column,Mildmay Grove (south),532746.125,185047.875,LED
8766,GC632,Jun Wellingtongreen Rd,Lamp Column,Mildmay Grove (south),532723.188,185048.6543,LED
8768,GC489,On Bridge,Lamp Column,Mildmay Park,532929.25,185070.9375,LED
8769,GC491,O/s 49,Lamp Column,Mildmay Park,532913.0625,185099.4375,LED
8770,GC492,O/s 53,Lamp Column,Mildmay Park,532908.125,185115.1094,LED
8771,GC493,O/s 56,Lamp Column,Mildmay Park,532916.25,185137.7656,LED
8772,GC494,O/s 63/65,Lamp Column,Mildmay Park,532900.9375,185161.3438,LED
8773,GC495,O/s 64/66,Lamp Column,Mildmay Park,532908.25,185181.2656,LED
8774,GC496,O/s 75,Lamp Column,Mildmay Park,532893.1875,185204.1094,LED
8775,GC497,O/s 78,Lamp Column,Mildmay Park,532899.375,185227.7656,LED
8776,GC498,O/s 89,Lamp Column,Mildmay Park,532884.0625,185252.9063,LED
8778,GC573,Opp 47,Lamp Column,Queen Margarets Grove,533245.125,185093.8594,LED
8779,GC572,Opp 69,Lamp Column,Queen Margarets Grove,533236.0625,185098.5938,LED
8780,GC571,O/s 65,Lamp Column,Queen Margarets Grove,533223,185116.7813,LED
8781,GC570,Opp 61,Lamp Column,Queen Margarets Grove,533205.75,185108.8125,LED
8782,GC569,O/s 57,Lamp Column,Queen Margarets Grove,533200.4375,185125.5,LED
8783,GC568,O/s 53,Lamp Column,Queen Margarets Grove,533184.5,185128.9063,LED
8784,GC567,O/s 26,Lamp Column,Queen Margarets Grove,533159.875,185121.5156,LED
8785,GC566,O/s 28,Lamp Column,Queen Margarets Grove,533147.1875,185124.1719,LED
8786,GC565,Opp Wells Crt Flats,Lamp Column,Queen Margarets Grove,533134.3125,185140.2656,LED
8787,GC564,O/s Wells Crt,Lamp Column,Queen Margarets Grove,533126.375,185128.5313,LED
8788,GC563,O/s Queen Margarets Crt,Lamp Column,Queen Margarets Grove,533110.4375,185145.0156,LED
8789,GC562,O/s Wells Crt,Lamp Column,Queen Margarets Grove,533094.5,185135.7344,LED
8790,GC561,Opp 12,Lamp Column,Queen Margarets Grove,533075.5625,185152.9688,LED
8791,GC560,O/s 10,Lamp Column,Queen Margarets Grove,533065,185142.3594,LED
8792,GC559,O/s 6,Lamp Column,Queen Margarets Grove,533051.3125,185145.3906,LED
8793,GC558,O/s 7,Lamp Column,Queen Margarets Grove,533039.375,185161.2969,LED
8794,GC557,Opp 1,Lamp Column,Queen Margarets Grove,533021.75,185151.2656,LED
8795,GC556,Opp No 28 Wolsey Road,Lamp Column,Queen Margarets Grove,533010.25,185167.1719,LED
8796,GC595,Junc Of Mildmay Grove,Lamp Column,Wolsey Road,533005.125,185086.4688,LED
8797,GC594,Opp 22,Lamp Column,Wolsey Road,533002.4375,185100.1094,LED
8798,GC593,O/s 23,Lamp Column,Wolsey Road,533011.75,185120,LED
8799,GC592,O/s 18,Lamp Column,Wolsey Road,532995.25,185137.4375,LED
8800,GC591,O/s 15,Lamp Column,Wolsey Road,532992.8125,185151.4531,LED
8801,GC590,O/s 12,Lamp Column,Wolsey Road,532989.5625,185168.125,LED
8802,GC589,O/s 31,Lamp Column,Wolsey Road,533000,185181.9531,LED
8803,GC588,O/s 8,Lamp Column,Wolsey Road,532985.8125,185187.2656,LED
8804,GC587,Opp 5,Lamp Column,Wolsey Road,532995.4375,185206.0156,LED
8805,GC586,O/s 2,Lamp Column,Wolsey Road,532979.9375,185218.5156,LED
8806,GC585,Junc Of Mildmay Road,Lamp Column,Wolsey Road,532990.125,185237.2656,LED
8807,GC584,Junc Of Mildmay Road,Lamp Column,Wolsey Road,532974.0625,185248.2656,LED
8808,GC604,Junction Of Mildmay Rd,Lamp Column,Woodville Road,533074.8125,185233.0938,LED
8809,GC603,Opp Gay House,Lamp Column,Woodville Road,533088.7119,185243.7704,LED
8810,GC602,Outside Sewell House,Lamp Column,Woodville Road,533084.6875,185256.4063,LED
8811,GC601,Opp Sewell House,Lamp Column,Woodville Road,533103.4375,185278.7656,LED
8812,GC600,Outside Lydgate House,Lamp Column,Woodville Road,533101.1875,185301.1094,LED
8813,GC599,Outside Lydgate House,Lamp Column,Woodville Road,533108.848,185317.2367,LED
8814,GC598,Opp Lydgate House,Lamp Column,Woodville Road,533125.0908,185331.9567,LED
8815,GC597,Outside Emerson House,Lamp Column,Woodville Road,533121.25,185349.6094,LED
8816,GC596,Side Of Patmore House,Lamp Column,Woodville Road,533127.875,185368.375,LED
8817,GC546,Opp Conrad House,Lamp Column,Elton Place,533243.4375,185317.2188,LED
8818,GC545,Opp Conrad House,Lamp Column,Elton Place,533227.125,185323.8438,LED
8819,GC544,Opp Congreve House,Lamp Column,Elton Place,533207.7795,185340.0117,LED
8820,GC543,Outside 22,Lamp Column,Elton Place,533182.9077,185342.042,LED
8821,GC542,Opp 12,Lamp Column,Elton Place,533169.7104,185355.7469,LED
8822,GC541,Outside 4,Lamp Column,Elton Place,533147.5625,185357,LED
8823,GC555,Junc Elton Place,Lamp Column,King Henry Street,533258.75,185313.8125,LED
8824,GC554,Opp Southwell Hse,Lamp Column,King Henry Street,533251,185302.625,LED
8825,GC553,O/s Campion Hse,Lamp Column,King Henry Street,533260.125,185281.0313,LED
8826,GC552,O/s Neptune House,Lamp Column,King Henry Street,533251.9375,185259.8125,LED
8827,GC551,O/s Webster Hse,Lamp Column,King Henry Street,533261.5838,185240.0169,LED
8828,GC550,O/s Webster Hse,Lamp Column,King Henry Street,533262.5367,185220.0546,LED
8829,GC549,O/s 13,Lamp Column,King Henry Street,533254.25,185199.9531,LED
8830,GC548,O/s Beckfor House,Lamp Column,King Henry Street,533265.3284,185179.7013,LED
8831,GC547,Junc Mildmay Road,Lamp Column,King Henry Street,533256.875,185165.8438,LED
8832,GC540,Side Of Neptune House,Lamp Column,Arundel Grove,533245.5,185275.7344,LED
8833,GC539,Side Of 50,Lamp Column,Arundel Grove,533224.6875,185284.25,LED
8834,GC538,Outside Landor Crt,Lamp Column,Arundel Grove,533208.1875,185283.875,LED
8835,GC537,Outside Landor Crt,Lamp Column,Arundel Grove,533195.5,185270.9844,LED
8836,GC536,Outside 45,Lamp Column,Arundel Grove,533202.125,185254.5156,LED
8837,GC535,Outside 10,Lamp Column,Arundel Grove,533186,185247.6875,LED
8838,GC534,Opp Landor Crt,Lamp Column,Arundel Grove,533183.75,185223.0625,LED
8839,GC533,Outside 7,Lamp Column,Arundel Grove,533163.5,185237.4531,LED
8840,GC532,Rear Of 68,Lamp Column,Arundel Grove,533144.1875,185237.0781,LED
8841,GC531,Outside 18,Lamp Column,Arundel Grove,533136.75,185247.3125,LED
8842,GC530,Opp No.12,Lamp Column,Arundel Grove,533120.125,185245.6094,LED
8843,GC529,Outside 2,Lamp Column,Arundel Grove,533101,185261.1406,LED
8844,GC574,Opp Pub,Lamp Column,St Jude Street,533271.875,185080.2188,LED
8845,GC575,Opp 6,Lamp Column,St Jude Street,533287.1875,185074.9063,LED
8846,GC576,Junc Of Kingsbury Road,Lamp Column,St Jude Street,533301.5625,185058.0469,LED
8847,GC577,Junc Of Kingsbury Rd,Lamp Column,St Jude Street,533320.5625,185055.5938,LED
8848,GC578,O/s 15,Lamp Column,St Jude Street,533335.8928,185066.5131,LED
8849,GC579,O/s 19,Lamp Column,St Jude Street,533350.887,185066.6743,LED
8851,GC581,Opp 29,Lamp Column,St Jude Street,533377.5625,185054.2656,LED
8852,GC582,Opp 48,Lamp Column,St Jude Street,533395,185065.25,LED
8853,GC583,Junc Of Boleyn Rd,Lamp Column,St Jude Street,533419.8125,185054.0625,LED
8854,HC048,J/w Canonbury Place,Lamp Column,Grange Grove,532079.25,184600.2344,LED
8855,HC250,Opp 2,Lamp Column,St Pauls Road,532714.75,184814.5469,SON
8856,HC251,O/s 2,Lamp Column,St Pauls Road,532707.25,184829.0156,LED
8857,HC252,Opp 6/8,Lamp Column,St Pauls Road,532688.75,184821.875,LED
8858,HC253,O/s 16,Lamp Column,St Pauls Road,532666.3125,184839.375,SON
8859,HC188,Opp 56,Lamp Column,St Pauls Road,532540.0625,184846.9219,SON
8860,HC189,Opp 60,Lamp Column,St Pauls Road,532525.75,184842.3594,SON
8861,HC190,O/s 74,Lamp Column,St Pauls Road,532492.75,184858.0469,SON
8862,HC280,O/s 86/88,Lamp Column,St Pauls Road,532456.3125,184862.0156,SON
8864,HC281,Opp 92,Lamp Column,St Pauls Road,532441,184851.1875,SON
8865,HC282,O/s 98,Lamp Column,St Pauls Road,532424.125,184866.4219,SON
8866,HC283,Opp Northampton Park,Lamp Column,St Pauls Road,532401.6875,184855.3594,SON
8867,HC286,S/o 70 Canonbury Square,Lamp Column,St Pauls Road,532363.375,184860.2656,SON
8868,HC542,Opp 200,Lamp Column,St Pauls Road,532006.5625,184835.1719,LED
8869,HC543,O/s 208/210,Lamp Column,St Pauls Road,531982.9375,184833.75,LED
8870,HC544,Opp Highbury Grove,Lamp Column,St Pauls Road,531947,184804.4531,SON
8871,HC545,Opp 236,Lamp Column,St Pauls Road,531923.25,184791.0469,LED
8872,HC546,O/s 236,Lamp Column,St Pauls Road,531917.5625,184803.1875,SON
8873,HC547,O/s 248/250,Lamp Column,St Pauls Road,531892.4375,184778.2188,LED
8874,HC548,Opp 248/250,Lamp Column,St Pauls Road,531887.1875,184791.375,LED
8875,HC550,Opp 264/266,Lamp Column,St Pauls Road,531849.8125,184763.7188,SON
8877,HC552,Opp 276,Lamp Column,St Pauls Road,531808.625,184746.8281,SON
8878,HC553,Opp 284,Lamp Column,St Pauls Road,531787.0625,184740.0313,SON
8879,HC555,O/s 298,Lamp Column,St Pauls Road,531739.125,184744.1406,SON
8880,HC556,Opp 306,Lamp Column,St Pauls Road,531716.0625,184735.7656,SON
8882,GC388,O/s 75,Lamp Column,Wallace Road,532429.3125,185086.7031,LED
8883,GC387,O/s 83/85,Lamp Column,Wallace Road,532422,185062.6875,LED
8884,GC386,On Bridge,Lamp Column,Wallace Road,532404.375,185037.5625,LED
8885,GC478,O/s Public House,Lamp Column,Grosvenor Avenue,532434.0625,185095.5625,LED
8886,GC451,O/s 76,Lamp Column,Grosvenor Avenue,532448.0625,185112.2656,LED
8909,CC514,J/w Seven Sisters Road,Lamp Column,Coleridge Road,531171.1875,186543.0781,LED
8910,EC693,Opp 11,Lamp Column,Hertslet Road,530612.4375,186026.5938,LED
8911,EC694,O/s 17,Lamp Column,Hertslet Road,530631.0625,186022.375,LED
8912,EC695,O/s 23,Lamp Column,Hertslet Road,530650.1875,185999.5469,LED
8913,EC696,Opp 29,Lamp Column,Hertslet Road,530650.25,185981.5156,LED
8914,EC697,O/s 31/33,Lamp Column,Hertslet Road,530661.9375,185985.9531,LED
8915,EC698,O/s 37,Lamp Column,Hertslet Road,530673,185973.3125,LED
8916,EC699,Opp Arthur Road,Lamp Column,Hertslet Road,530683.125,185944.7031,LED
8917,EC700,S/o 2 Arthur Road,Lamp Column,Hertslet Road,530706.1875,185935.0469,LED
8918,EC701,J/w Tollington Road,Lamp Column,Hertslet Road,530724.5625,185914.2031,LED
8919,BC512,Opp S/o 1-69 Hazellville Road,Lamp Column,St Johns Way (part A1),529854.5,187401.8438,LED
8920,BC502,Opp 127,Lamp Column,St Johns Way (part A1),529662.4375,187207.3438,LED
8921,BC501,O/s 121/123,Lamp Column,St Johns Way (part A1),529643.375,187201.7188,LED
8922,BC500,Opp J/w Cressida Road3,Lamp Column,St Johns Way (part A1),529643.1875,187185.9375,LED
8923,BC499,Opp 115,Lamp Column,St Johns Way (part A1),529628.8125,187169.9063,LED
8924,BC493,O/s 69/71,Lamp Column,St Johns Way (part A1),529560.0625,187055.375,LED
8925,BC492,O/s 63/65,Lamp Column,St Johns Way (part A1),529550.875,187042.8906,LED
8926,BC491,Opp J/w Miranda Road,Lamp Column,St Johns Way (part A1),529551.6875,187025.4063,LED
8927,BC490,R/o 15-30 Henfield Close,Lamp Column,St Johns Way (part A1),529530.1875,187014.4688,LED
8928,BC472,Outside Health Centre,Lamp Column,Beaumont Rise,529928.625,187488.25,LED
8929,BC461,J/w Hillside Road,Lamp Column,Beaumont Rise,530079,187449.8125,LED
8932,EC1053,O/s 83/85,Lamp Column,Marlborough Road,530011.625,186809.4531,LED
8933,CC177,S/o 181 Stroud Green Road,Lamp Column,Hanley Road,530720.5625,187416.7031,LED
8934,CC176,O/s 125/127a,Lamp Column,Hanley Road,530698.9375,187411.9375,LED
8935,CC175,O/s Library,Lamp Column,Hanley Road,530694.125,187390.9844,LED
